站号,站点名称,时间,温度,气压,湿度,风向,风速,降水量,能见度
58015,砀山,20240811155100,30.40,978.30,76.00,182.30,7.70,0.10,24.50
58102,亳州,20240811155100,5.80,976.70,42.20,304.50,6.20,2.20,0.30
58118,蒙城,20240811155100,27.10,1027.40,45.70,355.90,8.80,7.70,4.90
58122,宿州,20240811155100,11.80,956.40,38.60,240.10,7.60,3.40,20.60
58203,阜阳,20240811155100,23.60,980.90,99.30,339.30,4.40,15.30,1.60
58215,寿县,20240811155100,17.30,1037.50,41.40,358.10,9.40,5.60,22.60
58221,蚌埠,20240811155100,25.80,1001.80,48.20,33.00,9.20,7.90,24.10
58225,定远,20240811155100,8.10,972.90,59.00,39.90,9.30,6.90,35.20
58236,滁州,20240811155100,31.90,1036.30,55.80,25.80,2.40,4.30,5.10
58311,六安,20240811155100,7.00,1040.80,91.90,349.30,3.50,7.30,27.50
58314,霍山,20240811155100,27.90,1047.00,35.30,203.80,8.80,15.50,32.00
58319,桐城,20240811155100,18.30,1032.70,16.10,56.60,5.60,0.30,16.50
58321,合肥,20240811155100,20.10,1033.20,36.90,162.20,4.80,9.90,28.00
58326,巢湖,20240811155100,7.20,1003.40,23.10,179.30,4.20,14.30,3.80
58336,马鞍山,20240811155100,7.80,1003.60,81.30,240.70,5.80,12.70,4.50
58338,芜湖县,20240811155100,9.70,965.40,66.50,303.20,8.10,15.80,39.80
58414,太湖,20240811155100,23.70,1018.20,21.50,69.00,6.60,2.40,31.30
58419,东至,20240811155100,16.60,961.50,69.30,3.90,4.90,15.70,18.40
58424,安庆,20240811155100,29.10,988.00,12.20,346.90,6.80,8.80,22.90
58429,铜陵,20240811155100,7.70,950.70,57.40,202.60,6.10,0.00,25.80
58436,宁国,20240811155100,4.30,997.00,65.60,173.20,0.40,0.30,37.50
58437,黄山,20240811155100,22.10,955.90,38.80,243.70,7.40,11.30,2.80
58520,祁门,20240811155100,17.50,1041.00,96.40,106.60,4.20,14.70,8.80
58531,屯溪,20240811155100,16.10,1012.70,71.70,19.00,3.40,3.10,21.60
54406,延庆,20240811155100,29.70,988.30,22.60,284.20,0.60,7.40,17.50
54416,密云,20240811155100,26.00,1045.70,90.20,223.30,1.60,7.00,22.30
54511,北京,20240811155100,34.20,1012.30,15.10,191.70,8.60,9.60,13.50
58725,邵武,20240811155100,7.80,985.50,52.30,139.10,3.40,1.20,33.30
58730,武夷山,20240811155100,1.80,1038.40,40.10,251.50,1.90,12.70,15.80
58731,浦城,20240811155100,7.50,981.30,18.50,208.80,7.00,6.70,32.10
58734,建阳,20240811155100,23.80,1022.90,14.40,233.20,5.20,2.80,24.90
58737,建瓯,20240811155100,4.00,1021.60,18.50,171.90,2.30,8.00,26.20
58744,寿宁,20240811155100,20.70,955.30,39.60,127.70,8.90,13.70,14.40
58754,福鼎,20240811155100,15.80,1007.70,35.40,148.60,9.00,1.10,37.40
58818,宁化,20240811155100,16.30,993.00,84.70,135.10,5.90,2.40,8.40
58820,泰宁,20240811155100,11.40,959.20,88.50,185.40,0.80,11.00,32.50
58834,南平,20240811155100,18.30,1028.30,58.80,14.00,3.60,1.60,21.70
58837,尤溪,20240811155100,27.50,973.30,91.30,98.50,6.20,8.80,7.10
58843,霞浦,20240811155100,0.30,975.90,79.70,356.60,9.00,11.70,6.90
58846,宁德,20240811155100,25.10,1004.10,70.50,201.70,3.30,7.10,27.20
58847,福州,20240811155100,34.30,1011.30,39.70,257.60,9.60,1.70,26.80
58911,长汀,20240811155100,8.20,1017.30,73.70,315.70,5.90,11.00,9.50
58918,上杭,20240811155100,22.30,961.80,46.60,342.60,3.00,3.60,14.40
58921,永安,20240811155100,12.20,1036.50,46.60,317.30,0.60,3.10,34.30
58926,漳平,20240811155100,24.10,951.40,21.50,133.60,2.80,4.40,31.20
58927,龙岩,20240811155100,12.60,995.40,53.20,20.90,7.90,8.90,11.80
58931,九仙山,20240811155100,28.80,981.90,51.30,31.20,9.00,1.20,9.00
58933,屏南,20240811155100,27.20,990.00,13.50,344.40,6.50,8.10,16.90
58936,仙游,20240811155100,32.10,972.40,31.20,101.40,3.90,3.90,35.00
58944,平潭,20240811155100,6.70,994.40,11.40,184.30,9.80,2.60,0.40
59113,永定,20240811155100,27.70,956.70,27.50,346.80,8.60,0.00,13.20
59126,漳州,20240811155100,7.80,1047.20,57.40,40.00,7.20,4.10,24.40
59133,崇武,20240811155100,13.90,961.40,76.60,261.20,3.90,7.80,2.60
59134,厦门,20240811155100,32.80,961.00,72.80,139.70,5.40,14.20,39.20
59321,东山,20240811155100,0.40,998.80,14.90,73.30,0.70,2.40,15.30
52323,马鬃山,20240811155100,24.40,996.40,98.50,257.40,8.90,14.00,17.50
52418,敦煌,20240811155100,21.30,1007.30,67.10,330.30,8.80,12.90,26.70
52424,瓜州,20240811155100,32.70,962.00,69.40,95.70,3.00,6.20,30.60
52436,玉门镇,20240811155100,33.60,981.70,39.80,294.00,5.70,3.90,2.50
52446,鼎新,20240811155100,11.50,1047.50,87.90,355.90,4.00,1.60,8.50
52447,金塔,20240811155100,23.10,1012.80,31.20,89.40,0.20,2.40,14.90
52533,酒泉,20240811155100,19.00,1032.50,41.70,186.90,4.50,10.30,2.60
52546,高台,20240811155100,7.50,998.50,83.20,11.10,0.20,2.20,20.30
52652,张掖,20240811155100,21.00,983.40,62.90,122.50,0.90,12.00,33.60
52661,山丹,20240811155100,9.90,1002.80,37.30,328.20,5.70,10.60,17.70
52674,永昌,20240811155100,31.10,1042.20,47.80,60.10,4.70,5.50,2.20
52679,武威,20240811155100,34.30,985.80,94.80,42.00,9.60,9.20,13.20
52681,民勤,20240811155100,20.00,1016.60,18.70,86.20,0.00,6.80,3.90
52787,乌鞘岭,20240811155100,11.00,1008.00,82.70,221.10,0.90,6.10,29.40
52797,景泰,20240811155100,11.60,1038.70,82.30,217.70,0.90,6.10,33.00
52884,皋兰,20240811155100,20.60,1004.90,95.20,144.90,0.70,3.20,27.00
52895,靖远,20240811155100,0.50,993.60,75.40,20.60,0.20,11.30,26.80
52983,榆中,20240811155100,20.50,996.20,60.80,356.50,4.20,15.50,12.80
52984,临夏,20240811155100,0.10,958.80,67.40,316.90,7.50,7.70,9.80
52986,临洮,20240811155100,28.60,1035.10,22.80,209.30,0.00,1.20,29.40
52996,华家岭,20240811155100,25.90,998.40,21.60,186.70,2.00,10.20,7.30
53821,环县,20240811155100,2.50,951.60,59.30,143.00,3.00,7.30,19.50
53915,崆峒,20240811155100,27.40,1044.10,17.50,112.80,2.90,9.00,29.70
53923,西峰,20240811155100,5.70,1049.90,79.60,69.30,5.00,5.60,33.80
56074,玛曲,20240811155100,15.20,1000.90,23.30,141.40,4.50,6.10,8.10
56080,合作,20240811155100,31.80,962.40,10.60,99.30,9.20,7.90,2.30
56093,岷县,20240811155100,12.40,960.50,37.00,189.80,4.60,12.50,22.60
56096,武都,20240811155100,32.70,1019.50,27.60,178.40,9.50,2.40,3.00
57014,麦积,20240811155100,29.70,990.00,96.80,285.20,6.10,15.30,26.60
57996,南雄,20240811155100,10.70,1015.50,44.70,62.50,3.10,13.30,1.80
59072,连州,20240811155100,32.50,990.40,59.30,324.90,6.10,0.30,29.90
59082,韶关,20240811155100,0.90,990.80,22.60,168.70,5.60,7.40,22.30
59087,佛冈,20240811155100,20.30,1027.80,80.50,15.20,7.80,1.40,20.40
59088,英德,20240811155100,4.20,1017.90,17.00,279.90,8.60,4.90,17.60
59096,连平,20240811155100,6.70,1007.40,74.60,214.40,7.90,5.90,14.50
59097,新丰,20240811155100,29.20,995.40,84.50,285.20,1.40,4.30,9.10
59107,龙川,20240811155100,17.00,977.70,16.60,332.50,5.50,7.20,27.80
59116,大埔,20240811155100,28.50,994.60,28.20,177.70,7.70,15.30,12.80
59117,梅县,20240811155100,16.40,1042.20,10.40,138.10,9.70,8.20,27.80
59271,广宁,20240811155100,32.80,979.30,12.30,157.20,4.70,2.00,2.40
59278,高要,20240811155100,11.20,1044.30,11.50,238.40,7.20,6.20,11.00
59280,清远,20240811155100,22.90,1030.60,34.00,56.50,0.40,10.20,29.40
59287,广州,20240811155100,18.10,982.70,82.30,224.50,0.20,11.90,37.90
59289,东莞,20240811155100,34.90,1038.20,15.70,27.90,7.50,7.20,20.30
59293,河源,20240811155100,17.50,955.30,12.80,258.90,4.80,5.50,17.30
59294,增城,20240811155100,7.10,1032.90,93.50,70.00,3.50,9.50,1.70
59298,惠阳,20240811155100,28.90,1045.00,21.20,112.10,7.70,9.50,11.80
59303,五华,20240811155100,17.90,991.40,89.70,153.00,4.80,6.60,16.10
59304,紫金,20240811155100,32.40,1043.90,26.50,305.10,9.20,14.50,4.00
59306,揭西,20240811155100,14.20,1049.20,86.50,341.30,2.20,11.30,6.60
59310,丰顺,20240811155100,5.90,1018.00,18.30,84.90,3.00,2.70,32.20
59316,汕头,20240811155100,11.00,1018.20,14.00,329.10,4.90,9.00,37.40
59317,惠来,20240811155100,4.70,989.60,53.50,167.30,3.50,13.20,27.60
59324,南澳,20240811155100,2.90,1044.90,61.60,157.20,4.20,3.40,13.70
59456,信宜,20240811155100,6.40,968.70,35.50,197.30,6.70,3.10,37.40
59462,罗定,20240811155100,25.00,1023.80,54.80,151.00,7.30,8.10,35.30
59478,台山,20240811155100,2.40,1003.10,82.70,242.30,7.90,9.50,4.90
59485,中山,20240811155100,16.70,956.70,92.50,204.60,6.90,8.20,37.00
59488,珠海,20240811155100,11.10,977.60,76.00,347.50,1.50,8.70,20.00
59493,深圳,20240811155100,33.20,1005.80,42.70,8.40,4.90,5.50,34.60
59501,汕尾,20240811155100,12.40,1026.80,30.00,34.80,5.10,6.70,32.30
59658,湛江,20240811155100,8.10,954.20,77.20,149.80,6.20,13.80,29.60
59663,阳江,20240811155100,18.10,979.20,16.70,309.40,2.00,11.90,12.10
59664,电白,20240811155100,28.50,1014.60,52.10,36.90,5.70,0.00,5.40
59673,上川岛,20240811155100,10.80,1047.60,40.00,108.40,9.60,9.20,18.40
59754,徐闻,20240811155100,14.80,958.00,80.70,207.90,7.40,8.00,32.90
57947,融安,20240811155100,33.80,1043.00,12.50,127.10,2.20,12.40,36.50
57957,桂林,20240811155100,24.20,997.50,28.60,122.90,7.40,12.00,39.80
57958,雁山,20240811155100,33.10,1026.00,40.40,134.10,8.80,3.70,2.50
59021,凤山,20240811155100,13.50,950.90,40.90,208.50,4.10,10.80,16.40
59023,河池,20240811155100,31.60,1044.80,74.50,255.60,7.80,11.00,22.80
59027,巴马,20240811155100,15.20,1036.70,24.50,19.40,4.20,2.40,22.30
59037,都安,20240811155100,6.80,1024.40,47.40,339.90,5.60,5.00,29.20
59046,柳州,20240811155100,9.50,1038.70,16.90,188.20,4.90,15.80,36.70
59058,蒙山,20240811155100,24.00,1044.70,18.30,100.60,4.70,4.80,31.50
59065,八步,20240811155100,12.80,1025.00,34.30,353.00,1.70,8.00,7.70
59209,那坡,20240811155100,11.20,1032.40,85.20,348.00,6.80,2.60,3.20
59211,百色,20240811155100,2.70,960.90,17.60,292.20,9.60,14.60,0.40
59218,靖西,20240811155100,9.50,967.60,82.30,328.80,7.50,8.60,29.40
59228,平果,20240811155100,22.30,1023.40,80.90,195.30,8.40,6.40,28.30
59242,来宾,20240811155100,0.40,1004.50,36.00,331.80,2.10,5.30,35.00
59254,桂平,20240811155100,19.00,1049.10,43.40,241.90,0.00,13.10,14.10
59265,梧州,20240811155100,24.90,1005.70,39.70,84.60,3.30,10.00,13.40
59417,龙州,20240811155100,15.90,1027.80,48.10,208.40,1.20,14.20,3.70
59431,南宁,20240811155100,14.80,1014.70,67.20,195.40,4.40,15.30,2.40
59446,灵山,20240811155100,31.50,1029.80,57.50,210.70,8.90,2.10,12.60
59453,玉林,20240811155100,9.20,997.20,11.90,44.30,8.10,2.80,8.90
59626,东兴,20240811155100,16.50,1038.80,17.60,267.60,1.80,15.70,31.20
59631,防城,20240811155100,23.00,1019.90,90.10,243.10,9.80,1.30,33.70
59632,钦州,20240811155100,9.40,970.60,86.20,266.00,5.60,12.90,31.90
59644,北海,20240811155100,4.80,1005.00,44.60,214.00,7.50,10.50,13.50
59647,涠洲岛,20240811155100,25.60,963.40,42.40,302.30,7.40,11.20,5.10
56691,威宁,20240811155100,9.30,1020.90,76.30,327.50,6.10,5.60,5.80
56693,水城,20240811155100,1.10,1009.00,44.80,220.60,4.80,10.20,6.60
56792,普安,20240811155100,15.50,980.30,78.50,320.30,0.50,6.30,9.50
56793,盘县,20240811155100,33.00,1030.10,93.00,8.90,8.70,0.60,31.20
57606,桐梓,20240811155100,21.10,965.90,91.60,280.60,2.00,15.10,3.40
57614,习水,20240811155100,23.10,1034.80,34.40,174.50,3.80,15.20,35.10
57625,正安,20240811155100,8.60,1035.40,86.90,64.30,0.90,3.40,24.60
57647,松桃,20240811155100,21.50,959.00,39.30,9.50,9.10,12.30,18.40
57707,毕节,20240811155100,17.80,978.20,74.90,99.10,4.10,7.70,15.00
57710,仁怀,20240811155100,1.30,1004.80,23.60,199.50,4.80,10.00,14.00
57712,汇川,20240811155100,28.60,962.50,64.30,252.50,3.10,1.20,32.00
57718,息烽,20240811155100,14.10,961.80,91.90,355.60,0.80,9.20,0.30
57722,湄潭,20240811155100,25.10,958.80,44.00,62.90,7.00,6.10,37.30
57729,余庆,20240811155100,6.30,975.80,22.30,17.60,0.60,13.10,12.30
57731,思南,20240811155100,10.70,989.10,71.50,49.30,6.80,9.80,17.00
57741,铜仁,20240811155100,20.00,977.00,14.30,99.30,8.90,8.20,14.90
57803,黔西,20240811155100,29.90,967.40,30.40,140.10,6.20,0.40,38.20
57805,织金,20240811155100,18.40,968.50,25.50,334.70,9.50,11.00,27.60
57806,安顺,20240811155100,20.40,1034.10,49.90,6.10,8.50,13.50,10.60
57816,贵阳,20240811155100,10.30,1012.50,22.90,60.50,9.60,11.20,39.80
57825,凯里,20240811155100,33.70,1013.40,89.90,193.80,0.80,12.40,13.90
57827,都匀,20240811155100,2.30,1010.00,12.20,195.90,8.60,10.90,10.70
57832,三穗,20240811155100,13.10,1016.00,88.30,13.50,0.10,9.40,14.80
57839,黎平,20240811155100,28.80,1020.10,95.50,309.20,2.70,8.40,9.70
57840,天柱,20240811155100,32.50,985.60,89.60,316.40,9.00,3.50,30.20
57902,兴仁,20240811155100,20.00,1005.10,44.20,177.30,5.20,11.60,13.30
57906,望谟,20240811155100,4.00,1039.70,19.20,142.30,5.70,12.70,31.10
57907,兴义,20240811155100,16.10,1016.10,15.90,244.90,6.30,7.40,29.30
57910,紫云,20240811155100,4.20,1005.00,39.10,301.70,0.60,11.90,18.10
57912,惠水,20240811155100,34.60,1013.40,58.30,159.90,3.80,15.70,12.40
57916,罗甸,20240811155100,34.00,964.50,95.70,278.00,4.30,0.10,15.50
57922,独山,20240811155100,0.00,962.80,56.60,316.30,4.20,12.60,36.50
57926,荔波,20240811155100,15.70,1029.20,55.80,329.90,4.30,8.90,26.80
57932,榕江,20240811155100,4.90,978.80,94.90,289.80,7.50,8.40,9.70
59758,海口,20240811155100,1.30,1046.20,82.10,185.50,5.90,11.10,18.70
59838,东方,20240811155100,20.20,968.40,94.20,5.50,1.30,0.90,1.80
59845,儋州,20240811155100,15.70,1043.50,88.30,41.60,7.90,11.40,11.50
59849,琼中,20240811155100,22.20,954.30,33.50,347.20,8.40,14.40,32.20
59855,琼海,20240811155100,20.90,1012.00,27.10,172.40,8.20,3.20,37.90
59948,三亚,20240811155100,9.40,1007.50,31.80,249.60,6.00,14.00,15.10
59954,陵水,20240811155100,32.50,952.10,52.20,78.40,0.80,13.70,0.00
59981,西沙,20240811155100,33.80,1015.10,56.70,101.00,9.50,0.20,3.40
53399,张北,20240811155100,8.10,1003.80,25.60,289.00,5.80,8.70,16.60
53593,蔚县,20240811155100,9.30,997.20,29.70,328.70,4.70,13.50,18.30
53698,石家庄,20240811155100,5.90,1012.70,38.70,18.40,4.90,0.90,16.80
53798,邢台,20240811155100,25.70,971.80,52.00,334.50,7.00,2.70,35.60
54308,丰宁,20240811155100,6.70,1048.90,89.00,344.80,7.90,13.90,29.00
54311,围场,20240811155100,18.80,1032.60,35.60,173.10,5.00,2.50,17.00
54401,张家口,20240811155100,15.00,1022.00,15.30,40.90,4.70,3.20,19.40
54405,怀来,20240811155100,24.60,1025.30,81.40,115.40,7.20,3.50,5.10
54423,承德,20240811155100,19.40,1027.40,90.70,171.10,6.40,3.00,31.10
54429,遵化,20240811155100,19.50,970.10,90.10,243.30,2.70,4.90,11.60
54436,青龙,20240811155100,3.00,1021.40,38.60,68.00,3.40,11.20,28.90
54449,秦皇岛,20240811155100,23.30,1048.40,93.50,68.20,3.80,14.20,18.80
54518,霸州,20240811155100,1.20,1038.90,23.90,305.60,6.30,11.90,36.70
54534,唐山,20240811155100,27.90,960.10,17.80,317.50,0.20,11.10,0.80
54535,唐海,20240811155100,13.10,1014.00,92.50,91.10,5.40,4.30,39.10
54539,乐亭,20240811155100,24.00,985.50,13.30,142.50,4.00,2.80,10.70
54602,保定,20240811155100,33.00,982.20,49.50,49.20,1.10,5.50,30.00
54606,饶阳,20240811155100,7.50,978.60,41.90,165.40,8.70,4.90,38.10
54618,泊头,20240811155100,13.90,978.00,74.20,297.00,7.20,9.90,23.40
54624,黄骅,20240811155100,32.80,1028.20,22.50,351.80,3.80,9.00,14.30
54705,南宫,20240811155100,23.00,1037.90,90.30,286.00,0.10,9.80,10.40
53898,安阳,20240811155100,11.50,1028.50,80.40,204.00,7.10,14.30,4.60
53986,新乡,20240811155100,5.80,1017.20,68.00,114.70,0.40,0.20,7.00
57051,三门峡,20240811155100,27.60,984.10,10.40,95.40,2.30,0.10,2.40
57067,卢氏,20240811155100,11.10,1039.20,61.90,189.10,2.30,8.20,30.30
57071,孟津,20240811155100,22.60,1027.30,20.70,64.10,5.80,12.30,23.30
57077,栾川,20240811155100,3.00,1023.80,33.20,104.00,6.20,13.20,14.00
57083,郑州,20240811155100,6.60,1043.40,21.00,199.40,2.70,14.60,10.00
57084,嵩山,20240811155100,30.00,1019.90,42.40,196.40,9.10,11.60,20.70
57089,许昌,20240811155100,11.40,957.00,71.10,34.30,4.30,7.00,18.40
57091,开封,20240811155100,15.40,953.40,27.00,78.40,7.20,12.20,17.60
57156,西峡,20240811155100,3.70,1046.60,61.60,355.30,5.20,4.60,34.80
57178,南阳,20240811155100,32.90,1024.40,54.80,42.90,4.40,12.50,39.30
57181,宝丰,20240811155100,8.50,1037.30,10.10,170.20,4.30,2.40,4.50
57193,西华,20240811155100,13.90,983.40,48.10,289.30,2.00,10.30,2.90
57285,桐柏,20240811155100,29.50,995.70,30.50,213.20,2.30,4.20,3.70
57290,驻马店,20240811155100,12.50,970.00,58.50,35.40,4.50,14.60,33.60
57297,信阳,20240811155100,29.10,1016.30,62.90,292.80,3.60,0.20,23.00
58005,商丘,20240811155100,28.10,1019.80,52.70,52.20,3.30,12.10,21.50
58111,永城,20240811155100,25.50,1036.40,99.60,95.00,2.20,3.40,23.40
58208,固始,20240811155100,4.70,977.60,87.20,157.30,2.80,12.90,27.90
50136,漠河,20240811155100,27.50,1044.70,21.50,106.60,1.00,9.70,39.50
50246,塔河,20240811155100,19.80,1027.90,67.70,308.20,3.00,3.70,0.40
50247,呼中,20240811155100,16.50,1037.00,82.00,232.00,8.60,4.80,2.30
50349,新林,20240811155100,6.00,962.20,25.70,105.80,5.00,4.90,18.30
50353,呼玛,20240811155100,7.90,999.10,26.20,25.60,3.80,11.80,7.50
50442,加格达奇,20240811155100,9.90,1047.50,12.20,149.90,0.60,15.10,18.10
50468,爱辉,20240811155100,8.60,1040.80,18.60,315.10,3.00,11.80,22.40
50557,嫩江,20240811155100,16.70,1042.60,84.70,72.90,0.10,2.40,18.70
50564,孙吴,20240811155100,15.10,968.60,97.00,28.20,7.70,6.50,9.10
50656,北安,20240811155100,11.50,956.30,26.60,151.60,9.00,10.80,16.80
50658,克山,20240811155100,24.80,979.10,54.90,158.50,0.00,0.70,28.80
50674,乌伊岭,20240811155100,23.20,1029.70,56.40,285.10,7.60,7.10,38.10
50739,龙江,20240811155100,17.70,986.80,12.00,258.00,5.40,1.10,6.30
50742,富裕,20240811155100,8.10,1032.80,90.60,269.80,9.10,11.20,16.70
50745,齐齐哈尔,20240811155100,28.30,991.20,23.50,68.10,0.30,7.60,21.80
50756,海伦,20240811155100,10.50,982.40,95.90,213.80,2.10,12.30,14.10
50758,明水,20240811155100,14.90,1048.70,62.20,102.60,5.50,0.30,0.70
50774,伊春,20240811155100,15.90,1038.60,32.20,269.20,1.40,0.00,14.20
50778,同江,20240811155100,0.70,985.20,80.90,19.00,1.60,0.40,2.30
50788,富锦,20240811155100,16.90,998.10,69.40,122.70,5.70,1.30,16.50
50844,泰来,20240811155100,18.00,1022.80,45.80,158.00,1.50,14.10,15.80
50853,北林,20240811155100,17.00,1012.40,96.50,193.10,6.20,5.90,17.50
50854,安达,20240811155100,7.60,951.90,37.00,88.50,2.30,9.90,27.50
50862,铁力,20240811155100,23.90,1047.60,35.00,141.10,0.90,4.40,23.80
50873,佳木斯,20240811155100,16.60,1014.90,75.50,94.80,7.80,13.30,12.80
50877,依兰,20240811155100,29.30,1029.40,78.70,191.60,7.00,0.40,19.90
50888,宝清,20240811155100,18.20,979.60,62.70,116.00,6.70,11.70,4.50
50950,肇州,20240811155100,24.10,982.80,57.20,358.20,0.40,12.30,19.30
50953,哈尔滨,20240811155100,6.50,1001.90,58.30,258.30,6.90,9.80,33.20
50955,双城,20240811155100,29.70,1045.20,76.00,179.20,9.80,13.90,6.00
50963,通河,20240811155100,31.90,1035.60,56.00,30.10,5.20,13.90,26.20
50968,尚志,20240811155100,22.10,1043.60,95.90,331.40,6.40,5.20,9.70
50973,勃利,20240811155100,22.10,1015.50,34.20,198.60,7.40,6.60,17.00
50978,鸡西,20240811155100,34.50,986.40,10.20,244.20,6.80,3.40,18.70
50983,虎林,20240811155100,21.70,986.60,94.70,123.60,2.20,5.90,28.90
54094,牡丹江,20240811155100,12.60,1049.80,50.30,229.70,8.60,12.30,1.20
54096,绥芬河,20240811155100,5.10,1039.50,96.10,282.40,5.00,1.50,1.00
57251,郧西,20240811155100,17.60,978.10,48.00,257.20,9.80,7.40,16.60
57256,十堰,20240811155100,1.60,1024.90,50.50,343.30,6.70,7.30,22.10
57259,房县,20240811155100,18.90,1046.40,11.10,176.70,1.50,13.40,6.40
57265,老河口,20240811155100,10.10,1042.90,82.80,30.40,2.40,4.10,32.80
57278,襄樊,20240811155100,27.60,979.70,83.90,35.50,7.80,7.10,7.90
57279,枣阳,20240811155100,22.80,1040.60,94.50,19.50,0.70,7.10,38.00
57355,巴东,20240811155100,32.60,955.60,40.20,131.50,7.20,7.30,23.40
57358,秭归,20240811155100,13.70,1037.90,99.80,184.10,0.90,3.90,14.50
57359,兴山,20240811155100,8.50,982.00,87.40,246.40,6.90,12.50,1.90
57363,南漳,20240811155100,10.00,1013.60,49.80,142.80,9.40,5.50,2.30
57378,钟祥,20240811155100,20.30,1029.80,95.60,87.90,5.40,15.80,14.60
57381,随州,20240811155100,27.70,1017.10,98.00,286.60,0.20,11.90,30.70
