站号,站点名称,时间,温度,气压,湿度,风向,风速,降水量,能见度
57395,大悟,20240811155100,21.30,1021.00,65.30,100.10,8.20,15.90,26.50
57399,麻城,20240811155100,25.20,974.40,13.60,145.20,3.20,4.60,3.20
57439,利川,20240811155100,7.70,988.10,20.80,118.00,8.00,12.40,1.20
57445,建始,20240811155100,28.60,982.20,85.80,296.50,4.50,5.90,23.20
57447,恩施,20240811155100,29.90,1007.00,79.10,6.30,8.00,6.40,26.40
57458,五峰,20240811155100,31.40,1027.50,18.10,91.80,1.90,7.70,32.20
57461,宜昌,20240811155100,15.20,1030.30,95.50,173.10,8.40,12.30,6.30
57476,荆州,20240811155100,11.60,1017.90,67.50,290.30,5.30,15.40,22.00
57482,孝感,20240811155100,34.80,987.30,20.40,29.70,9.50,1.60,31.20
57483,天门,20240811155100,22.50,989.20,67.60,314.10,6.80,1.70,6.00
57493,江夏,20240811155100,8.90,1002.60,28.20,199.10,2.90,1.70,7.40
57494,武汉,20240811155100,1.60,955.20,53.80,353.40,3.10,8.50,38.90
57545,来凤,20240811155100,13.40,1049.90,81.00,253.40,2.40,13.40,38.40
57573,监利,20240811155100,26.90,981.00,69.60,294.60,0.30,10.50,8.80
57581,洪湖,20240811155100,2.30,993.40,40.00,96.20,6.10,8.20,10.60
57583,嘉鱼,20240811155100,19.20,1047.20,58.00,90.80,2.40,3.00,4.30
57595,通山,20240811155100,15.80,993.60,23.20,154.40,8.70,3.40,7.90
58402,英山,20240811155100,21.40,1030.90,81.50,208.30,7.10,15.10,18.20
58407,黄石,20240811155100,22.40,958.80,52.20,34.90,7.50,8.20,11.20
58500,阳新,20240811155100,23.60,1005.60,81.80,263.00,2.80,11.00,29.10
57554,桑植,20240811155100,30.30,987.30,93.40,161.30,0.90,15.80,35.70
57562,石门,20240811155100,19.80,1016.50,18.80,81.20,7.40,0.30,4.80
57574,南县,20240811155100,29.50,1016.70,93.00,67.20,5.50,0.40,22.10
57584,岳阳,20240811155100,18.00,1017.80,68.50,141.80,3.40,5.50,4.90
57642,保靖,20240811155100,6.30,990.60,54.00,186.80,7.90,6.60,28.10
57649,吉首,20240811155100,19.00,999.60,49.00,8.80,6.10,9.90,5.30
57655,沅陵,20240811155100,13.50,1008.20,40.10,253.30,0.10,12.30,35.70
57662,常德,20240811155100,20.70,1018.70,83.00,233.90,1.70,9.60,15.80
57669,安化,20240811155100,0.10,977.10,75.90,246.60,2.90,5.10,28.60
57671,沅江,20240811155100,11.00,1017.70,81.90,330.00,2.50,15.00,14.10
57673,湘阴,20240811155100,28.70,974.10,89.40,27.40,7.50,13.50,35.90
57679,马坡岭,20240811155100,7.70,1003.00,81.60,308.60,1.70,7.90,22.50
57682,平江,20240811155100,28.40,1031.50,33.50,123.70,3.80,12.60,5.60
57687,长沙,20240811155100,12.00,1019.70,14.20,138.00,2.60,9.40,23.30
57745,芷江,20240811155100,25.20,1042.40,22.60,269.10,1.70,12.00,11.70
57749,怀化,20240811155100,24.20,986.70,57.70,142.10,9.70,10.50,5.90
57752,溆浦,20240811155100,21.60,1024.40,23.70,255.20,5.90,1.20,18.90
57758,洞口,20240811155100,25.00,987.10,49.70,317.00,2.00,6.00,15.00
57761,新化,20240811155100,14.70,1045.40,43.50,155.10,3.00,2.10,19.40
57766,邵阳市,20240811155100,24.90,1043.30,21.10,359.10,5.20,14.80,16.50
57774,双峰,20240811155100,20.10,983.40,72.40,111.90,7.80,6.10,7.10
57776,南岳,20240811155100,29.00,1048.60,41.30,249.20,0.90,9.00,6.20
57779,攸县,20240811155100,32.90,1040.20,46.40,262.80,0.80,13.20,17.90
57780,株洲,20240811155100,18.80,1021.30,52.50,93.70,9.90,7.70,8.10
57841,靖州,20240811155100,5.10,967.70,79.80,350.50,6.30,2.20,22.40
57845,通道,20240811155100,29.20,993.60,34.80,168.40,7.40,6.10,17.60
57853,武冈,20240811155100,18.30,992.30,99.00,221.20,2.60,3.40,4.10
57857,城步,20240811155100,23.40,970.60,17.20,92.50,7.20,1.80,21.40
57860,邵阳县,20240811155100,7.30,1043.50,29.50,327.40,6.40,4.50,33.10
57866,永州,20240811155100,17.80,1036.80,75.60,42.20,5.60,3.60,10.60
57872,衡阳市,20240811155100,18.00,971.70,13.40,31.30,9.20,10.40,7.70
57874,常宁,20240811155100,6.80,983.00,31.80,240.50,8.90,8.30,13.00
57889,桂东,20240811155100,31.30,1004.10,84.40,13.60,2.80,11.20,16.20
57965,道县,20240811155100,29.20,973.70,49.40,322.00,5.70,12.20,4.20
57972,郴州,20240811155100,26.50,1025.80,50.00,129.50,2.70,4.60,36.00
57974,嘉禾,20240811155100,1.90,1036.20,79.00,299.00,9.30,10.80,14.70
50936,白城,20240811155100,3.40,1045.10,82.90,129.90,4.40,12.50,23.50
50945,大安,20240811155100,22.20,1001.70,49.70,111.70,0.70,12.30,33.70
50948,乾安,20240811155100,26.60,1049.70,93.20,138.20,5.50,11.20,22.90
50949,前郭,20240811155100,13.40,961.90,94.20,255.40,8.10,5.20,29.60
54041,通榆,20240811155100,7.60,989.20,34.30,151.20,4.40,11.20,1.10
54049,长岭,20240811155100,24.00,1044.90,74.60,281.30,6.70,11.60,33.00
54063,扶余,20240811155100,17.60,1029.10,31.90,224.20,8.90,15.10,37.60
54064,农安,20240811155100,9.60,1023.60,20.60,233.10,0.70,6.00,3.70
54142,双辽,20240811155100,13.80,973.20,78.50,166.70,2.40,4.00,37.90
54157,四平,20240811155100,27.00,980.40,74.30,306.10,5.30,14.10,22.60
54161,长春,20240811155100,22.20,1018.90,95.60,219.80,8.10,0.70,39.30
54165,双阳,20240811155100,17.20,997.90,22.10,227.00,6.70,15.90,15.30
54171,永吉,20240811155100,22.40,987.90,74.20,71.40,1.10,10.70,38.10
54181,蛟河,20240811155100,33.80,995.90,31.30,330.80,6.30,9.60,32.10
54186,敦化,20240811155100,6.70,1004.90,74.70,148.90,3.90,9.50,4.00
54195,汪清,20240811155100,12.20,1048.30,28.50,69.40,1.40,6.60,11.60
54260,辽源,20240811155100,28.10,1028.60,57.00,15.50,1.70,1.20,6.90
54263,磐石,20240811155100,2.90,989.20,70.30,206.90,5.10,15.60,12.90
54266,梅河口,20240811155100,26.50,962.40,25.10,18.40,7.30,11.80,7.30
54273,桦甸,20240811155100,1.20,970.60,16.50,178.40,8.90,13.00,3.00
54276,靖宇,20240811155100,10.30,980.90,24.70,153.60,9.50,4.90,9.10
54284,东岗,20240811155100,16.20,1008.10,91.20,169.30,7.30,11.50,11.40
54285,二道,20240811155100,17.70,1008.30,34.40,39.20,0.70,5.50,17.60
54286,和龙?,20240811155100,28.10,1014.50,60.10,324.50,5.10,13.90,18.20
54292,延吉,20240811155100,34.20,976.90,56.40,259.50,3.00,10.30,8.30
54363,通化?,20240811155100,2.50,993.20,62.60,139.00,6.60,7.90,23.50
54374,临江,20240811155100,34.10,985.40,75.00,226.80,3.80,3.40,26.00
54377,集安,20240811155100,9.70,994.10,68.80,93.00,8.60,6.20,17.60
54386,长白,20240811155100,24.00,1026.10,41.00,68.20,8.20,2.60,3.00
58026,邳州,20240811155100,16.30,959.00,41.30,69.00,7.40,0.00,8.00
58027,徐州,20240811155100,4.00,957.90,86.80,273.20,8.50,13.80,20.00
58038,沭阳,20240811155100,22.50,1006.40,61.30,302.50,0.50,11.30,35.50
58040,赣榆,20240811155100,14.30,979.50,18.30,93.30,5.60,2.50,1.60
58047,灌云,20240811155100,19.10,987.20,54.60,290.40,6.20,11.10,39.40
58130,睢宁,20240811155100,23.60,1025.10,42.70,177.70,8.20,13.50,6.10
58135,泗洪,20240811155100,12.00,1021.30,71.30,14.70,2.90,14.60,37.20
58138,盱眙,20240811155100,13.40,963.20,92.80,327.70,2.70,12.30,16.30
58141,淮安,20240811155100,13.60,1000.90,63.10,202.70,8.10,4.90,13.10
58143,阜宁,20240811155100,9.30,974.00,57.70,123.10,4.40,10.40,16.00
58150,射阳,20240811155100,22.80,1049.90,52.10,199.80,6.40,14.70,14.60
58158,大丰,20240811155100,14.30,986.50,97.00,7.90,9.70,11.00,10.90
58238,南京,20240811155100,7.70,1021.40,57.20,186.50,7.50,8.30,29.20
58241,高邮,20240811155100,5.60,983.20,87.50,335.10,2.40,13.20,18.20
58251,东台,20240811155100,6.80,960.90,59.50,54.70,0.80,14.80,9.70
58252,丹徒,20240811155100,22.50,1035.50,34.30,261.80,2.10,2.60,25.00
58255,如皋,20240811155100,22.00,1011.60,85.90,294.70,8.20,15.10,1.20
58259,南通,20240811155100,5.70,968.60,75.60,231.30,7.00,15.10,1.60
58265,吕泗,20240811155100,19.40,1033.60,55.10,141.50,9.70,12.60,36.20
58343,常州,20240811155100,30.50,1041.40,15.90,128.20,2.20,9.50,25.30
58345,溧阳,20240811155100,14.30,1022.10,50.30,116.50,8.90,6.20,11.30
58354,无锡,20240811155100,32.20,994.50,92.50,298.10,3.10,14.20,4.70
58356,昆山,20240811155100,10.30,1046.50,36.30,124.70,5.30,5.40,26.20
58358,东山,20240811155100,0.00,1011.20,27.60,340.80,7.90,15.60,29.00
57598,修水,20240811155100,25.10,1034.30,64.30,349.60,6.40,0.60,26.10
57696,宜丰,20240811155100,15.50,976.00,77.40,72.90,0.50,13.20,11.10
57789,莲花,20240811155100,3.80,988.60,21.00,234.10,0.30,1.30,34.10
57793,宜春,20240811155100,30.70,984.00,15.50,185.90,5.20,9.20,6.70
57799,吉安县,20240811155100,18.10,1002.00,21.00,163.20,6.30,8.50,28.00
57894,井冈山,20240811155100,32.90,1035.20,94.20,23.60,6.40,6.80,16.60
57896,遂川,20240811155100,22.00,962.00,32.90,345.80,5.80,9.90,15.20
57993,赣县,20240811155100,16.20,976.40,64.50,177.10,0.40,4.00,3.00
58506,庐山,20240811155100,0.70,1038.40,95.00,138.80,5.60,7.20,17.30
58507,武宁,20240811155100,12.10,961.70,25.30,250.20,2.10,3.50,33.90
58519,波阳,20240811155100,13.60,956.40,25.70,315.60,3.60,7.80,16.60
58527,景德镇,20240811155100,4.70,1027.70,97.00,10.90,4.10,15.50,23.20
58600,靖安,20240811155100,29.60,1001.60,31.40,195.50,5.20,2.40,14.30
58606,南昌,20240811155100,15.90,1007.60,26.80,258.00,4.60,8.20,23.50
58608,樟树,20240811155100,6.70,996.90,77.40,195.30,8.50,2.30,26.10
58622,德兴,20240811155100,17.20,972.10,22.80,292.10,9.80,13.80,18.20
58626,贵溪,20240811155100,24.10,966.60,61.40,178.90,8.20,14.80,9.60
58634,玉山,20240811155100,3.60,954.50,99.20,109.50,7.30,6.00,2.80
58637,上饶,20240811155100,17.10,1028.20,86.30,73.90,5.20,14.90,29.20
58705,永丰,20240811155100,23.70,1007.20,75.40,211.10,9.30,13.40,23.20
58715,南城,20240811155100,9.30,1008.40,16.60,148.60,5.00,6.00,2.80
58718,南丰,20240811155100,18.40,1026.10,92.40,197.10,5.80,15.60,21.80
58806,宁都,20240811155100,23.30,1047.70,69.80,165.50,1.10,1.30,39.40
58813,广昌,20240811155100,6.30,965.40,73.80,25.30,2.60,10.40,31.60
59092,龙南,20240811155100,32.10,973.00,40.10,56.60,1.50,6.70,5.30
59102,寻乌,20240811155100,16.70,1030.00,98.10,210.20,1.30,7.70,2.50
54236,彰武,20240811155100,22.10,1017.40,19.50,130.60,5.10,7.40,16.10
54237,阜新,20240811155100,31.20,985.90,10.70,307.80,1.40,2.60,8.30
54243,昌图,20240811155100,14.20,994.20,55.10,66.40,7.30,13.20,38.20
54254,开原,20240811155100,34.00,977.20,73.50,75.70,7.20,6.80,1.10
54259,清原,20240811155100,33.50,1032.60,83.60,40.80,0.00,2.40,11.40
54324,朝阳,20240811155100,5.30,1023.00,32.80,21.70,8.90,9.50,4.70
54326,建平县,20240811155100,15.50,953.30,53.00,234.80,7.60,0.20,16.40
54333,新民,20240811155100,29.90,1018.60,84.60,218.90,5.80,10.20,9.80
54334,义县,20240811155100,3.20,950.20,61.00,156.70,8.00,9.80,32.70
54335,黑山,20240811155100,28.00,1018.20,24.20,293.50,1.20,11.00,30.50
54337,锦州,20240811155100,10.40,950.50,35.20,40.90,9.10,3.50,30.90
54339,鞍山,20240811155100,6.70,1021.70,57.30,196.80,5.50,6.00,10.90
54342,沈阳,20240811155100,31.60,1045.40,10.70,324.80,0.80,10.90,36.80
54346,本溪,20240811155100,18.90,1026.80,69.50,192.10,0.20,4.90,5.70
54349,本溪县,20240811155100,11.70,1045.90,96.20,302.10,1.70,2.60,18.20
54351,抚顺,20240811155100,15.80,980.10,99.20,352.70,7.00,8.50,29.50
54353,新宾,20240811155100,27.60,983.70,80.40,239.20,4.30,0.30,39.20
54365,桓仁,20240811155100,25.20,973.30,76.00,244.10,5.30,1.60,36.20
54452,建昌,20240811155100,0.50,1004.50,37.10,272.20,5.70,12.50,9.50
54454,绥中,20240811155100,7.60,965.20,37.80,43.40,5.30,13.00,31.30
54455,兴城,20240811155100,32.40,958.70,60.80,130.20,7.70,8.40,9.40
54470,大洼,20240811155100,12.00,1017.90,48.60,97.20,6.40,15.90,16.50
54471,营口,20240811155100,26.70,995.50,78.00,152.50,5.20,8.30,24.70
54472,海城,20240811155100,16.10,998.90,29.50,28.70,9.30,1.30,32.10
54476,熊岳,20240811155100,34.60,999.50,33.40,322.20,3.40,15.40,12.40
54486,岫岩,20240811155100,16.10,1001.00,27.00,313.20,9.00,1.70,5.60
54493,宽甸,20240811155100,30.40,975.60,57.40,87.20,6.30,12.60,34.90
54497,丹东,20240811155100,16.70,990.90,54.80,12.90,9.80,4.30,1.60
54563,瓦房店,20240811155100,24.10,1006.80,39.00,169.00,6.30,15.60,11.20
54579,长海,20240811155100,14.80,977.10,58.90,246.10,3.30,3.90,34.50
54584,庄河,20240811155100,27.30,1011.60,95.40,193.00,2.40,12.80,0.20
54660,旅顺,20240811155100,8.90,983.40,90.30,120.70,4.30,5.10,8.80
54662,大连,20240811155100,4.40,979.50,10.40,23.70,6.30,2.60,27.90
50425,额尔古纳市,20240811155100,17.90,972.30,69.20,242.90,4.60,10.10,9.00
50434,图里河,20240811155100,17.90,1039.20,73.60,105.50,0.90,10.20,18.50
50514,满洲里,20240811155100,23.50,997.00,53.90,227.70,5.60,4.20,23.60
50527,海拉尔,20240811155100,0.10,979.30,52.40,59.70,8.80,6.00,3.50
50548,小二沟,20240811155100,5.40,1022.70,21.40,88.30,0.20,1.80,11.20
50603,新巴尔虎右旗,20240811155100,4.80,1009.10,20.20,287.90,8.40,3.00,33.40
50618,新巴尔虎左旗,20240811155100,9.50,1018.40,71.90,18.20,5.40,1.80,5.90
50632,博克图,20240811155100,6.20,1020.00,69.50,211.40,4.60,9.10,26.30
50639,扎兰屯,20240811155100,3.40,1025.20,99.80,53.80,3.10,8.50,22.10
50727,阿尔山,20240811155100,23.30,1007.50,38.50,303.30,6.70,4.00,31.20
50834,索伦,20240811155100,10.30,1048.20,99.90,74.80,6.70,3.00,8.20
50838,乌兰浩特,20240811155100,7.30,962.90,84.20,83.60,8.10,6.90,10.20
50915,东乌珠穆沁,20240811155100,22.90,1021.30,46.50,201.40,1.70,5.60,10.40
50924,霍林郭勒,20240811155100,4.80,1003.30,57.80,93.30,6.00,0.30,31.80
52267,额济纳旗,20240811155100,32.90,1045.50,18.20,218.20,3.80,6.10,8.20
52495,巴彦诺尔公,20240811155100,25.50,955.20,46.50,173.00,3.30,1.90,16.60
52576,阿右旗,20240811155100,21.60,1010.00,32.00,214.60,1.30,13.80,11.20
53068,二连浩特,20240811155100,23.20,960.60,66.80,233.00,9.10,4.60,1.50
53083,那仁宝力格,20240811155100,25.10,1026.20,23.30,263.10,1.70,6.80,1.30
53149,满都拉气象站,20240811155100,30.70,1034.90,74.80,116.40,5.30,5.30,9.50
53192,阿巴嘎旗,20240811155100,33.80,1032.40,21.30,235.70,2.40,11.40,5.50
53195,苏尼特左旗,20240811155100,24.00,1042.40,76.70,217.20,3.00,4.70,5.50
53276,朱日和,20240811155100,27.30,998.60,82.20,22.40,4.80,6.80,0.70
53336,乌拉特中旗,20240811155100,21.70,1027.60,62.10,52.50,7.70,10.10,4.10
53352,达茂旗气象局,20240811155100,33.10,1028.60,23.60,112.10,1.00,3.00,27.80
53362,四子王,20240811155100,18.60,983.60,98.50,322.80,6.00,0.40,20.10
53367,希拉穆仁气侯站,20240811155100,24.20,999.20,20.80,61.50,7.80,15.00,39.10
53391,化德,20240811155100,12.80,1043.80,29.90,169.50,1.40,13.20,17.20
53446,包头市气象台,20240811155100,19.20,1049.30,51.40,187.50,7.90,6.20,14.80
53463,呼和浩特,20240811155100,29.10,995.20,37.90,112.70,8.80,2.40,35.60
53480,集宁,20240811155100,9.80,976.90,90.90,344.20,6.10,15.70,5.70
53502,吉兰太,20240811155100,33.90,984.70,60.10,166.90,3.80,8.00,16.40
53513,临河,20240811155100,30.20,1042.40,38.90,199.60,1.70,5.50,22.30
53529,鄂托克旗,20240811155100,14.80,985.70,77.20,318.90,1.00,11.10,26.80
53543,东胜,20240811155100,10.00,966.70,77.60,335.10,3.60,12.50,39.30
53547,乌审召,20240811155100,14.70,1030.20,20.30,88.80,0.20,8.40,10.90
53602,阿拉善左旗,20240811155100,4.00,965.60,72.60,164.40,8.00,11.50,4.10
54012,西乌珠穆沁,20240811155100,19.90,962.20,46.40,259.70,3.10,10.80,13.80
54026,扎鲁特,20240811155100,4.30,1019.10,40.60,14.40,5.90,2.30,29.50
54027,巴林左旗,20240811155100,24.50,1016.80,54.00,4.50,2.30,8.30,8.50
54102,锡林浩特,20240811155100,12.70,1009.90,99.50,341.70,5.50,10.10,26.10
54115,林西县,20240811155100,18.70,958.80,75.40,293.60,1.00,7.10,33.30
54134,开鲁,20240811155100,29.10,1035.90,72.30,198.70,5.10,11.00,13.10
54135,通辽,20240811155100,21.00,986.50,37.80,245.70,3.30,13.80,10.20
54208,多伦县,20240811155100,10.80,1036.20,94.00,328.50,6.10,9.50,25.40
54213,翁牛特旗,20240811155100,21.90,1040.80,26.80,155.60,9.60,8.20,9.30
54218,赤峰,20240811155100,5.80,1004.50,27.80,35.10,0.50,0.20,33.80
54226,宝国吐,20240811155100,5.80,988.40,96.90,71.80,4.90,15.90,37.50
53519,惠农,20240811155100,8.40,951.80,43.00,234.30,3.20,1.00,38.00
53612,吴忠,20240811155100,24.30,980.50,83.50,1.40,1.30,9.50,37.10
53614,银川,20240811155100,6.10,1022.90,81.60,51.90,7.50,2.60,7.00
53615,陶乐,20240811155100,3.20,984.80,60.90,194.00,3.20,11.00,25.80
53704,中卫,20240811155100,8.10,993.00,58.50,116.80,0.00,13.50,31.10
53705,中宁,20240811155100,13.20,983.70,34.30,7.70,4.20,15.80,9.20
53723,盐池,20240811155100,0.70,978.50,91.50,352.00,1.50,3.10,3.90
53806,海原,20240811155100,24.20,987.70,51.00,27.40,7.80,15.10,21.40
53810,同心,20240811155100,21.00,1000.10,52.40,344.40,8.30,4.90,21.20
53817,固原,20240811155100,23.30,967.70,17.50,311.50,1.40,15.80,39.30
53903,西吉,20240811155100,15.90,1024.90,73.70,26.80,3.40,13.20,18.90
53910,六盘山,20240811155100,15.10,958.30,72.80,224.30,1.20,5.00,6.90
51886,茫崖,20240811155100,34.00,966.10,38.30,325.30,1.50,6.70,24.90
52602,冷湖,20240811155100,0.00,996.90,71.30,313.40,9.80,0.80,20.10
52633,托勒,20240811155100,26.20,965.80,64.60,177.30,5.90,2.30,4.20
52645,野牛沟,20240811155100,29.60,1013.50,58.30,224.70,7.00,12.30,4.30
52657,祁连,20240811155100,13.30,1035.40,91.20,212.50,6.70,2.80,17.80
52707,小灶火,20240811155100,28.40,1030.70,52.70,58.50,2.80,7.20,7.10
52713,大柴旦,20240811155100,27.60,973.20,27.20,9.10,9.10,13.10,26.40
52737,德令哈,20240811155100,25.20,960.60,45.80,224.80,4.20,7.30,4.80
52754,刚察,20240811155100,31.40,1025.70,24.30,359.90,1.10,10.70,12.50
52765,门源,20240811155100,23.00,1015.50,45.50,326.50,1.50,15.50,25.00
52818,格尔木,20240811155100,14.30,972.70,57.30,227.00,6.00,9.70,31.30
52825,诺木洪,20240811155100,0.30,956.80,77.70,40.50,7.50,14.80,20.60
52833,乌兰,20240811155100,11.90,1028.10,15.40,143.30,3.80,13.70,18.50
52836,都兰,20240811155100,15.10,1030.40,11.00,3.20,1.20,8.50,4.90
52842,茶卡,20240811155100,7.70,990.00,99.90,182.20,8.00,12.40,9.20
52856,共和,20240811155100,24.00,1012.10,35.70,19.50,4.20,0.70,20.00
52866,西宁,20240811155100,31.70,1017.50,75.80,3.80,0.80,5.20,22.30
52868,贵德,20240811155100,24.90,996.10,40.80,40.00,6.60,7.80,38.40
52876,民和,20240811155100,18.00,1013.60,33.30,60.90,8.80,4.40,3.10
52908,五道梁,20240811155100,1.80,950.80,37.60,136.00,8.20,3.30,35.50
52943,兴海,20240811155100,12.40,982.00,50.80,119.30,4.70,14.60,3.10
52955,贵南,20240811155100,10.60,997.90,15.40,245.50,4.00,5.50,0.70
52974,同仁,20240811155100,30.80,1023.30,79.20,74.00,2.10,5.70,14.90
56004,托托河,20240811155100,1.00,1031.40,28.10,147.80,2.20,1.70,39.10
56018,杂多,20240811155100,0.60,954.20,94.60,278.00,6.30,5.40,37.30
56021,曲麻莱,20240811155100,31.00,982.10,85.60,141.80,5.20,0.30,27.30
56029,玉树,20240811155100,14.40,967.80,63.30,295.50,6.30,1.70,9.50
56033,玛多,20240811155100,18.50,1025.40,64.50,264.70,6.80,13.80,7.70
56034,清水河,20240811155100,9.30,1048.70,86.80,9.90,2.90,9.50,3.20
56043,玛沁,20240811155100,4.40,1012.10,75.70,125.50,9.40,15.40,22.50
56046,达日,20240811155100,4.60,957.70,39.90,24.30,0.70,4.40,39.80
56065,河南,20240811155100,27.00,976.10,74.50,300.70,1.50,13.00,5.40
56067,久治,20240811155100,8.60,996.80,93.20,27.90,5.50,15.20,33.00
56125,囊谦,20240811155100,13.70,981.90,76.20,158.10,4.10,8.00,38.80
56151,班玛,20240811155100,18.50,988.60,31.40,303.40,6.30,2.50,2.90
54715,陵县,20240811155100,7.00,964.90,37.90,269.20,1.00,10.40,10.00
54725,惠民,20240811155100,17.70,981.50,65.40,171.30,3.50,7.80,34.40
54727,章丘,20240811155100,9.30,1049.10,77.50,138.00,6.20,2.90,11.30
54744,垦利,20240811155100,0.30,980.90,60.20,359.10,4.70,15.60,17.70
54751,长岛,20240811155100,21.20,988.10,25.80,228.40,3.00,5.70,17.70
54753,龙口,20240811155100,34.00,986.10,87.70,91.70,2.80,6.30,18.30
54764,福山,20240811155100,1.40,987.40,32.70,345.90,1.70,0.20,39.10
54774,威海,20240811155100,7.90,1044.40,80.40,273.50,0.50,12.60,32.60
54776,成山头,20240811155100,10.30,977.40,55.50,331.50,5.50,5.30,0.00
54808,莘县,20240811155100,3.70,965.00,77.70,67.70,6.30,8.60,34.70
54823,济南,20240811155100,19.20,1024.10,88.20,20.80,1.50,4.90,6.70
54826,泰山,20240811155100,18.20,1026.40,61.00,1.20,0.80,3.40,34.70
54836,沂源,20240811155100,1.30,1037.30,22.50,296.60,4.70,4.00,23.40
54842,平度,20240811155100,10.50,974.50,33.40,29.20,4.70,12.30,12.20
54843,潍坊,20240811155100,6.00,1002.10,12.10,90.20,6.20,2.30,31.00
54857,青岛,20240811155100,22.80,981.20,37.70,336.20,7.60,1.90,17.40
